loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
2372,EPIC 220436189,EPIC 220436189.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,13.60940000,0.00330000,-0.00280000,0,2457393.324000,0.011000,-0.012000,0,33.300000,9.800000,-7.100000,0,0.03960,0.00280,-0.00450,0,2.440,0.330,-0.350,0,0.56,0.07,-0.05,0,14.917,,0,11.765,0.027,0
2373,EPIC 220436208,EPIC 220436208.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,5.23587000,0.00019000,-0.00020000,0,2457396.505700,0.001700,-0.001600,0,8.900000,3.400000,-2.300000,0,0.03570,0.00330,-0.00550,0,4.860,0.460,-0.770,0,1.25,0.03,-0.05,0,13.923,,0,12.295,0.027,0
2374,EPIC 220436208,EPIC 220436208.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,5.23571400,0.00031600,-0.00030400,0,2457396.506050,0.002301,-0.002345,0,,,,,0.03370,0.00340,-0.00130,0,4.300,0.700,-0.500,0,1.17,,,0,13.923,,0,12.295,0.027,0
2375,EPIC 220436943,EPIC 220436943.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,2.43807000,0.00014000,-0.00013000,0,2457393.859300,0.002400,-0.002700,0,11.700000,4.300000,-2.100000,0,0.03150,0.00260,-0.00580,0,2.150,0.220,-0.500,0,0.62,0.04,-0.09,0,15.089,,0,12.659,0.023,0
2376,EPIC 220443340,EPIC 220443340.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,6.80111000,0.00036000,-0.00037000,0,2457396.108100,0.002100,-0.002000,0,41.600000,13.000000,-7.300000,0,0.06170,0.00470,-0.00990,0,1.960,0.390,-0.480,0,0.29,0.05,-0.05,0,15.686,,0,12.522,0.027,0
2377,EPIC 220448185,EPIC 220448185.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,1,0.72863900,0.00001200,-0.00001300,0,2457393.415890,0.000885,-0.000901,0,,,,,0.22870,0.42130,-0.03880,0,17.200,32.500,-7.500,0,0.69,,,0,15.976,,0,13.543,0.044,0
2378,EPIC 220459477,EPIC 220459477.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,2.38098000,0.00017000,-0.00018000,0,2457393.451500,0.003500,-0.003400,0,8.400000,3.000000,-1.500000,0,0.02150,0.00170,-0.00380,0,1.720,0.170,-0.310,0,0.73,0.04,-0.02,0,14.339,,0,12.237,0.027,0
2379,EPIC 220466136,EPIC 220466136.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,17.10570000,0.00088000,-0.00080000,0,2457409.289300,0.001400,-0.001600,0,38.900000,6.000000,-3.200000,0,0.09150,0.00490,-0.00930,0,5.910,0.580,-0.650,0,0.59,0.05,-0.03,0,15.540,,0,13.433,0.042,0
2380,EPIC 220470563,EPIC 220470563.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,7.30383000,0.00039000,-0.00043000,0,2457398.101000,0.002100,-0.002100,0,36.700000,11.200000,-5.700000,0,0.02790,0.00190,-0.00360,0,2.180,0.200,-0.280,0,0.71,0.04,-0.01,0,13.647,,0,11.719,0.026,0
2381,EPIC 220471666,EPIC 220471666.01,K2-215 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,8.26964800,0.00046700,-0.00045600,0,2457394.332250,0.002316,-0.002413,0,28.084531,4.260707,-8.994591,0,0.01998,0.00147,-0.00109,0,2.124,0.259,-0.158,0,0.97,0.09,-0.05,0,12.798,,0,11.298,0.020,0
2382,EPIC 220471666,EPIC 220471666.01,K2-215 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,8.26947000,0.00033000,-0.00032000,0,2457394.330000,0.001700,-0.001700,0,24.500000,9.800000,-4.500000,0,0.02230,0.00170,-0.00430,0,2.630,0.230,-0.500,0,1.08,0.04,-0.01,0,12.798,,0,11.298,0.020,0
2383,EPIC 220481411,EPIC 220481411.01,K2-216 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,2.17482900,0.00004700,-0.00004900,0,2457394.041210,0.000810,-0.000780,0,8.100000,2.300000,-1.000000,0,0.02350,0.00130,-0.00320,0,1.630,0.110,-0.240,0,0.64,0.02,-0.03,0,12.100,,0,9.721,0.018,0
2384,EPIC 220481411,EPIC 220481411.01,K2-216 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,2.17478900,0.00003900,-0.00003800,0,2457394.041710,0.000745,-0.000809,0,8.677734,0.891125,-2.119382,0,0.02312,0.00117,-0.00081,0,1.678,0.101,-0.076,0,0.67,0.02,-0.02,0,12.100,,0,9.721,0.018,0
2385,EPIC 220481411,EPIC 220481411.01,K2-216 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,2.17476900,0.00007500,-0.00007700,0,2457394.042810,0.001668,-0.001600,0,,,,,0.02220,0.00290,-0.00120,0,1.700,0.300,-0.300,0,0.71,,,0,12.100,,0,9.721,0.018,0
2386,EPIC 220482322,EPIC 220482322.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,57.84150000,0.00240000,-0.00240000,0,2457393.069900,0.001700,-0.001700,0,50.300000,10.100000,-5.700000,0,0.03760,0.00150,-0.00310,0,6.130,1.470,-0.570,0,1.50,0.35,-0.07,0,12.583,,0,11.175,0.023,0
2387,EPIC 220487418,EPIC 220487418.01,K2-217 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,14.07452400,0.00099400,-0.00093800,0,2457395.004470,0.002998,-0.002866,0,16.108984,2.819601,-6.158492,0,0.02460,0.00309,-0.00110,0,3.579,0.698,-0.485,0,1.33,0.20,-0.17,0,12.062,,0,10.679,0.020,0
2388,EPIC 220487418,EPIC 220487418.01,K2-217 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,14.07210000,0.00170000,-0.00110000,0,2457395.010200,0.003500,-0.004800,0,17.000000,5.200000,-2.300000,0,0.02410,0.00120,-0.00300,0,3.360,0.470,-0.430,0,1.28,0.17,-0.02,0,12.062,,0,10.679,0.020,0
2389,EPIC 220492492,EPIC 220492492.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,9.45380000,0.00220000,-0.00200000,0,2457397.970800,0.006700,-0.007300,0,12.400000,6.500000,-2.800000,0,0.01880,0.00180,-0.00480,0,1.910,0.250,-0.590,0,0.93,0.09,-0.16,0,13.811,,0,12.251,0.024,0
2390,EPIC 220501947,EPIC 220501947.01,K2-295 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,4.02488100,0.00001300,-0.00001300,0,2457395.413930,0.000136,-0.000136,0,,,,,0.12940,0.00040,-0.00020,0,10.300,1.400,-1.400,0,0.73,,,0,13.539,,0,11.135,0.025,0
2391,EPIC 220501947,EPIC 220501947.01,K2-295 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,4.02488830,0.00000600,-0.00000600,0,2457395.413920,0.000061,-0.000062,0,13.490000,0.350000,-0.280000,0,0.13180,0.00280,-0.00330,0,9.560,0.710,-1.270,0,0.67,0.05,-0.09,0,13.539,,0,11.135,0.025,0
2392,EPIC 220503236,EPIC 220503236.01,K2-218 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,8.67988500,0.00041700,-0.00043000,0,2457396.459140,0.001941,-0.001918,0,16.021068,1.597134,-3.752821,0,0.02336,0.00168,-0.00089,0,2.569,0.275,-0.152,0,1.01,0.08,-0.05,0,12.713,,0,11.206,0.024,0
2393,EPIC 220503236,EPIC 220503236.01,K2-218 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,8.68055000,0.00042000,-0.00043000,0,2457396.458800,0.001900,-0.001900,0,15.900000,3.900000,-1.800000,0,0.02320,0.00110,-0.00240,0,2.790,0.340,-0.290,0,1.10,0.12,-0.01,0,12.713,,0,11.206,0.024,0
2394,EPIC 220504338,EPIC 220504338.01,K2-113 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,5.81768100,0.00004800,-0.00004700,0,2457398.704350,0.000345,-0.000334,0,,,,,0.08650,0.00210,-0.00250,0,12.500,1.700,-1.600,0,1.33,,,0,13.514,,0,11.949,0.021,0
2395,EPIC 220504338,EPIC 220504338.01,K2-113 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,5.81764900,0.00002500,-0.00002500,0,2457392.886650,0.000190,-0.000190,0,12.050000,0.490000,-0.630000,0,0.08940,0.00210,-0.00340,0,12.550,0.480,-0.510,0,1.29,0.04,-0.02,0,13.514,,0,11.949,0.021,0
2396,EPIC 220510874,EPIC 220510874.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,7.47331000,0.00031000,-0.00031000,0,2457395.906000,0.001800,-0.001800,0,14.800000,3.600000,-1.700000,0,0.02479,0.00100,-0.00228,0,2.740,0.140,-0.270,0,1.01,0.03,-0.03,0,13.015,,0,11.525,0.024,0
2397,EPIC 220510874,EPIC 220510874.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,8,0,7.47372000,0.00084000,-0.00077000,0,2457395.903900,0.004300,-0.003900,0,14.000000,2.300000,-3.300000,0,0.02318,0.00160,-0.00094,0,,,,,1.01,0.03,-0.03,0,13.015,,0,11.525,0.024,0
2398,EPIC 220522262,EPIC 220522262.01,K2-281 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,8.68770800,0.00014700,-0.00014600,0,2457393.881990,0.000690,-0.000673,0,,,,,0.09890,0.00330,-0.00140,0,8.100,1.100,-1.100,0,0.75,,,0,14.763,,0,12.523,0.029,0
2399,EPIC 220522262,EPIC 220522262.01,K2-281 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,8.68781200,0.00006300,-0.00006200,0,2457393.881410,0.000300,-0.000300,0,26.240000,1.760000,-0.880000,0,0.10160,0.00210,-0.00360,0,7.360,0.420,-0.830,0,0.66,0.04,-0.07,0,14.763,,0,12.523,0.029,0
2400,EPIC 220526079,EPIC 220526079.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,7.51114000,0.00095000,-0.00107000,0,2457398.060400,0.007100,-0.005300,0,20.800000,10.800000,-5.300000,0,0.04250,0.00460,-0.01520,0,2.980,0.380,-1.070,0,0.64,0.04,-0.03,0,15.554,,0,12.854,0.032,0
2401,EPIC 220527374,EPIC 220527374.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,10.43470000,0.00180000,-0.00180000,0,2457393.753100,0.008200,-0.007500,0,19.700000,11.600000,-4.800000,0,0.01900,0.00210,-0.00690,0,1.690,0.190,-0.610,0,0.82,0.01,-0.01,0,13.784,,0,12.144,0.026,0
2402,EPIC 220542353,EPIC 220542353.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,1,15.24659300,0.00004400,-0.00004300,0,2457401.782260,0.000112,-0.000114,0,,,,,0.37440,0.09470,-0.05310,0,78.000,23.200,-15.100,0,1.91,,,0,8.837,,0,7.560,0.026,0
2403,EPIC 220554210,EPIC 220554210.01,K2-282 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,4.17032000,0.00017000,-0.00018000,0,2457394.994600,0.001700,-0.001700,0,10.000000,2.800000,-1.300000,0,0.02890,0.00160,-0.00390,0,3.190,0.230,-0.450,0,1.01,0.04,-0.04,0,13.723,,0,12.002,0.021,0
2404,EPIC 220554210,EPIC 220554210.01,K2-282 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,4.16974600,0.00032500,-0.00032500,0,2457395.000310,0.003868,-0.003820,0,,,,,0.02700,0.00340,-0.00140,0,2.700,0.400,-0.200,0,0.93,,,0,13.723,,0,12.002,0.021,0
2405,EPIC 220554210,EPIC 220554210.02,EPIC 220554210 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,0.70538600,0.00005200,-0.00004900,0,2457392.756900,0.003300,-0.003600,0,2.840000,0.890000,-0.460000,0,0.01560,0.00110,-0.00260,0,1.730,0.150,-0.300,0,1.01,0.04,-0.04,0,13.723,,0,12.002,0.021,0
2406,EPIC 220555384,EPIC 220555384.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.28446000,0.00011000,-0.00011000,0,2457393.487800,0.001100,-0.001100,0,24.800000,6.900000,-3.200000,0,0.01940,0.00130,-0.00240,0,1.980,0.170,-0.250,0,0.93,0.05,-0.02,0,12.395,,0,9.700,0.021,0
2407,EPIC 220555384,EPIC 220555384.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,4.28475000,0.00020300,-0.00020800,0,2457393.485050,0.002083,-0.002087,0,,,,,0.02010,0.00340,-0.00150,0,1.200,0.500,-0.500,0,0.55,,,0,12.395,,0,9.700,0.021,0
2408,EPIC 220555384,EPIC 220555384.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,4.28452300,0.00013600,-0.00013700,0,2457397.771250,0.001297,-0.001350,0,26.090212,3.795013,-7.155343,0,0.01921,0.00165,-0.00131,0,1.303,0.119,-0.096,0,0.62,0.02,-0.02,0,12.395,,0,9.700,0.021,0
2409,EPIC 220556827,EPIC 220556827.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,8,0,6.53074000,0.00028000,-0.00028000,0,2457394.995500,0.001800,-0.001800,0,16.000000,1.200000,-1.000000,0,0.04770,0.00160,-0.00160,0,,,,,0.69,0.03,-0.08,0,15.408,,0,12.040,0.023,0
2410,EPIC 220556827,EPIC 220556827.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,6.53046000,0.00064000,-0.00122000,0,2457394.995700,0.005600,-0.003300,0,19.200000,5.100000,-3.200000,0,0.04450,0.00300,-0.00560,0,3.360,0.460,-0.440,0,0.69,0.08,-0.02,0,15.408,,0,12.040,0.023,0
2411,EPIC 220562610,EPIC 220562610.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,,,,,2457396.686500,0.000960,-0.001040,0,,,,,0.04900,0.00210,-0.00300,0,6.710,0.320,-0.460,0,1.26,0.03,-0.04,0,12.513,,0,11.041,0.024,0
2412,EPIC 220565337,EPIC 220565337.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,14.75300000,0.00120000,-0.00130000,0,2457393.243100,0.004000,-0.004100,0,44.700000,13.100000,-7.300000,0,0.04860,0.00340,-0.00560,0,3.000,0.590,-0.350,0,0.57,0.10,-0.01,0,15.412,,0,12.383,0.025,0
2413,EPIC 220565349,EPIC 220565349.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,21.77697100,0.00024300,-0.00023500,0,2457407.472880,0.000363,-0.000456,0,,,,,0.21770,0.23830,-0.06560,0,19.900,21.800,-6.000,0,0.84,,,0,14.122,,0,12.204,0.026,0
2414,EPIC 220565349,EPIC 220565349.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,21.77635000,0.00014000,-0.00014000,0,2457407.473400,0.000190,-0.000190,0,60.800000,1.400000,-2.400000,0,0.30600,0.08500,-0.15500,0,37.000,10.000,-21.000,0,1.12,0.01,-0.27,0,14.122,,0,12.204,0.026,0
2415,EPIC 220571481,EPIC 220571481.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,8.78627000,0.00042000,-0.00042000,0,2457392.606800,0.001900,-0.002000,0,41.100000,24.600000,-8.900000,0,0.02440,0.00240,-0.01020,0,3.160,0.310,-1.320,0,1.18,0.01,-0.05,0,13.055,,0,11.661,0.021,0
2416,EPIC 220573228,EPIC 220573228.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,57.10412000,0.00054000,-0.00053000,0,2457409.842800,0.000380,-0.000380,0,82.600000,11.800000,-6.200000,0,0.05290,0.00130,-0.00280,0,5.610,0.170,-0.310,0,0.97,0.02,-0.02,0,11.057,,0,9.726,0.021,0
2417,EPIC 220573228,EPIC 220573228.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,20.21535000,0.00102000,-0.00089000,0,2457392.524100,0.001500,-0.001700,0,41.200000,10.800000,-5.100000,0,0.02460,0.00130,-0.00260,0,2.610,0.140,-0.280,0,0.97,0.02,-0.02,0,11.057,,0,9.726,0.021,0
2418,EPIC 220579319,EPIC 220579319.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,39.32660000,0.01310000,-0.00780000,0,2457416.741000,0.006000,-0.007200,0,33.300000,8.800000,-3.800000,0,0.02430,0.00110,-0.00230,0,3.570,0.280,-0.350,0,1.35,0.09,-0.04,0,13.016,,0,11.485,0.023,0
2419,EPIC 220592745,EPIC 220592745.02,K2-219 c,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,6.66767000,0.00128300,-0.00156900,0,2457398.415740,0.008988,-0.007480,0,10.347938,1.721579,-3.938512,0,0.01109,0.00074,-0.00060,0,1.438,0.214,-0.192,0,1.19,0.16,-0.14,0,11.923,,0,10.424,0.021,0
2420,EPIC 220592745,EPIC 220592745.01,K2-219 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,3.90128700,0.00066000,-0.00067700,0,2457396.745300,0.005869,-0.006484,0,9.031985,1.519112,-3.071655,0,0.01039,0.00072,-0.00059,0,1.348,0.202,-0.181,0,1.19,0.16,-0.14,0,11.923,,0,10.424,0.021,0
2421,EPIC 220592745,EPIC 220592745.03,K2-219 d,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,11.13878000,0.00071000,-0.00070000,0,2457393.449900,0.002500,-0.002600,0,15.700000,4.000000,-1.900000,0,0.01969,0.00081,-0.00194,0,2.840,0.150,-0.290,0,1.32,0.04,-0.03,0,11.923,,0,10.424,0.021,0
2422,EPIC 220592745,EPIC 220592745.02,K2-219 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,6.66740000,0.00150000,-0.00140000,0,2457398.416700,0.007100,-0.007700,0,9.000000,4.200000,-1.800000,0,0.01154,0.00089,-0.00206,0,1.660,0.140,-0.300,0,1.32,0.04,-0.03,0,11.923,,0,10.424,0.021,0
2423,EPIC 220592745,EPIC 220592745.01,K2-219 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,3.90090000,0.00057000,-0.00059000,0,2457392.840800,0.005900,-0.006000,0,7.700000,2.700000,-1.300000,0,0.01020,0.00089,-0.00205,0,1.470,0.140,-0.300,0,1.32,0.04,-0.03,0,11.923,,0,10.424,0.021,0
2424,EPIC 220592745,EPIC 220592745.03,K2-219 d,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,11.13727800,0.00080800,-0.00078600,0,2457404.594250,0.002304,-0.002516,0,15.766969,1.872103,-4.100655,0,0.01986,0.00078,-0.00060,0,2.576,0.357,-0.323,0,1.19,0.16,-0.14,0,11.923,,0,10.424,0.021,0
2425,EPIC 220598331,EPIC 220598331.01,K2-150 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,10.59366000,0.00069000,-0.00070000,0,2457402.554700,0.002700,-0.002700,0,31.200000,9.300000,-4.700000,0,0.04370,0.00300,-0.00580,0,1.710,0.380,-0.310,0,0.36,0.07,-0.04,0,14.847,,0,11.249,0.023,0
2426,EPIC 220598367,EPIC 220598367.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,Candidate identifier changed to match previous publication.,8,1,7.64514000,0.00022000,-0.00022000,0,2457396.684600,0.001100,-0.001100,0,12.300000,3.000000,-12.400000,0,0.05600,0.01700,-0.02400,0,6.500,2.500,-2.900,0,1.06,0.24,-0.12,0,14.127,,0,12.222,0.026,0
